construction,sweep,beta,beta_max,sigma,dim,rho,T,max_err_mean,final_err_mean,greedy_agree_mean,select_agree_mean,max_cos_mean,diverged_mean,max_err_sem,final_err_sem,greedy_agree_sem,select_agree_sem,n
q,beta_route,1000000.0,,,,,500,5.852025472804015e-06,1.529464103988687e-06,1.0,1.0,0.0,0.0,2.019888489793365e-06,5.549945918386052e-07,0.0,0.0,20
q,beta_x_dim,10.0,,,32.0,,100,,,0.6867726001680408,0.6955158282669163,0.45181358479635786,1.0,,,0.03765366382787799,0.040857617979868435,20
q,beta_x_dim,10.0,,,32.0,,500,,,0.6970711755274496,0.6921294982958138,0.45181358479635786,1.0,,,0.04160595497323202,0.043488356074300426,20
q,beta_x_dim,10.0,,,64.0,,100,,,0.6840890741867807,0.6992453211226269,0.3383318772022451,1.0,,,0.03526187999343402,0.04126040506049631,20
q,beta_x_dim,10.0,,,64.0,,500,,,0.6965506055943794,0.6928382081221447,0.3383318772022451,1.0,,,0.041111779299178815,0.043696299345630234,20
q,beta_x_dim,10.0,,,128.0,,100,,,0.6747792412068891,0.6976719650054682,0.2366523087078432,1.0,,,0.03443294283947992,0.041331806205907554,20
q,beta_x_dim,10.0,,,128.0,,500,,,0.6947657006972945,0.6925353822828871,0.2366523087078432,1.0,,,0.04093738609103801,0.04371668657819389,20
q,beta_x_dim,10.0,,,256.0,,100,,,0.6707642060969338,0.6976897295310731,0.1697142247625794,1.0,,,0.03337931734559994,0.03746774088584486,20
q,beta_x_dim,10.0,,,256.0,,500,,,0.6940056819080216,0.6925360023456806,0.1697142247625794,1.0,,,0.04083044798914811,0.043087642202049435,20
q,beta_x_dim,10.0,,,512.0,,100,,,0.6681098404008924,0.6943949158877918,0.11945966216356807,1.0,,,0.03307450614079175,0.03944758036016032,20
q,beta_x_dim,10.0,,,512.0,,500,,,0.6934997509816037,0.6919250169314355,0.11945966216356807,1.0,,,0.040725874307988186,0.043481005663614104,20
q,beta_x_dim,10.0,,,1024.0,,100,,,0.6706753409501982,0.7038981845186211,0.09056164138314854,1.0,,,0.030833093346798693,0.03747806541924405,20
q,beta_x_dim,10.0,,,1024.0,,500,,,0.6939888584072793,0.6937442319330213,0.09056164138314854,1.0,,,0.04029725566765647,0.04310327818813162,20
q,beta_x_dim,10.0,,,2048.0,,100,,,0.6663950647305836,0.7012317911322127,0.06342080822861113,1.0,,,0.03093366423958036,0.03506943797438024,20
